Request ID,Group,Request Mode,Department,Subject,Created Time,Completed Time,Reason for Request,Last Update Time,Resolved Time
7832,CBS,Web Form,Not Assigned,sybrin,11/9/2015 16:22,11/9/2015 16:30,Not Assigned,11/9/2015 16:30,11/9/2015 16:30
7498,CBS,Web Form,Not Assigned,unlock password,10/24/2015 10:18,10/26/2015 8:50,Not Assigned,10/26/2015 8:50,10/26/2015 8:50
7135,IT Support,Web Form,Not Assigned,EMAIL,10/8/2015 17:15,10/8/2015 18:54,Not Assigned,10/8/2015 18:53,10/8/2015 18:54
1584,IT Support,Web Form,Not Assigned,CTS SCANNER DOES NOT RESPOND,4/8/2015 10:19,4/9/2015 11:55,Not Assigned,4/8/2015 16:21,4/9/2015 11:55
3126,CBS,Web Form,Not Assigned,creation of user rights on sybrin client,5/19/2015 10:40,5/20/2015 14:58,Not Assigned,5/20/2015 14:58,5/20/2015 14:58
7467,CBS,Web Form,Not Assigned,CTS/WORKFLOW RIGHTS - RAPHAEL NGALAMBE,10/23/2015 7:51,10/23/2015 11:02,Not Assigned,10/23/2015 11:06,10/23/2015 11:02
7180,CBS,Web Form,Retail Department,RESET CBS PASSWORD,10/12/2015 10:20,10/12/2015 10:44,Not Assigned,10/12/2015 10:26,10/12/2015 10:44
7223,CBS,Web Form,Not Assigned,user rights,10/13/2015 13:24,10/13/2015 15:08,Not Assigned,10/13/2015 13:27,10/13/2015 15:08
5500,CBS,Web Form,Not Assigned,CTS USER RIGHTS,8/11/2015 10:40,8/11/2015 10:47,Not Assigned,8/11/2015 10:47,8/11/2015 10:47
6036,IT Support,Web Form,Not Assigned,USER LOCKED,8/28/2015 11:31,8/28/2015 11:40,Not Assigned,8/28/2015 11:40,8/28/2015 11:40
4227,IT Support,Web Form,Not Assigned,RESET PASSWORT OF OPERATIONS KARIAKOO HELP DESK,6/25/2015 13:37,6/25/2015 18:35,Not Assigned,6/25/2015 14:07,6/25/2015 18:35
6245,CBS,Web Form,Not Assigned,CBS RIGHTS CHIEF CASHIER AND CASHIER,9/7/2015 9:20,9/7/2015 9:46,Not Assigned,9/7/2015 9:46,9/7/2015 9:46
7382,CBS,Web Form,Not Assigned,USER RIGHTS DISABLE-BAKARI MBARUKU,10/20/2015 12:30,10/20/2015 13:07,Not Assigned,10/20/2015 13:07,10/20/2015 13:07
5879,CBS,Web Form,Not Assigned,REF UNLOCK USER PASSWORD FOR MWANAMSA-CBS,8/24/2015 9:39,8/24/2015 10:02,Not Assigned,8/24/2015 10:02,8/24/2015 10:02
2133,IT Support,Web Form,Not Assigned,DESKTOP NOT ACCESSIBLE,4/22/2015 9:50,4/23/2015 9:53,Not Assigned,4/22/2015 14:52,4/23/2015 9:53
7220,IT Support,Web Form,Not Assigned,RE: QMS,10/13/2015 12:31,10/22/2015 8:32,Not Assigned,10/15/2015 12:35,10/22/2015 8:32
6825,CBS,Web Form,Not Assigned,USER BLOCKED,9/28/2015 15:32,9/28/2015 16:10,Not Assigned,9/28/2015 15:49,9/28/2015 16:10
4801,CBS,Web Form,Not Assigned,assist to reset password for work flow accouNT verify,7/15/2015 18:12,7/16/2015 9:50,Not Assigned,7/16/2015 9:50,7/16/2015 9:50
2645,CBS,Web Form,Not Assigned,AUTHORISER USER FAIL TO LOG ON CTS,5/5/2015 16:57,5/7/2015 9:49,Not Assigned,5/5/2015 17:27,5/7/2015 9:49
6827,IT Support,Web Form,Not Assigned,reset pasword for Brigita Swai,9/28/2015 16:27,9/28/2015 16:39,Not Assigned,9/29/2015 8:57,9/28/2015 16:39
289,IT Support,Web Form,"Planning, Development and Operation Department",SELECT APPLICATION,2/25/2015 8:47,3/2/2015 11:10,Not Assigned,2/25/2015 10:20,3/2/2015 11:10
6541,IT Support,Web Form,Not Assigned,NO NETWORK ACCESS,9/17/2015 11:26,9/17/2015 18:11,Not Assigned,Not Assigned,9/17/2015 18:11
7496,IT Support,Web Form,Not Assigned,TRANSFER OF BARCODE READER,10/23/2015 18:26,10/26/2015 9:18,Not Assigned,10/26/2015 9:18,10/26/2015 9:18
358,CBS,Web Form,Not Assigned,GL OPENING,2/26/2015 16:31,2/27/2015 8:34,Not Assigned,2/26/2015 16:55,2/27/2015 8:34
2854,IT Support,Not Assigned,Not Assigned,can not send or receive mail,5/11/2015 15:05,5/12/2015 9:35,Not Assigned,5/11/2015 15:08,5/12/2015 9:35
7383,IT Support,Web Form,Not Assigned,UNLOCK USER MAULID JUMA,10/20/2015 12:51,10/22/2015 10:34,Not Assigned,10/21/2015 12:55,10/22/2015 10:34
2,IT Support,Not Assigned,IT and CBS Department,email,1/27/2015 23:43,2/8/2015 13:30,Not Assigned,1/28/2015 1:55,2/8/2015 13:30
7660,CBS,Web Form,Not Assigned,user rights,11/2/2015 16:11,11/2/2015 16:38,Not Assigned,11/2/2015 16:38,11/2/2015 16:38
7661,System and Database Administration,Not Assigned,IT Department,System,11/2/2015 16:29,11/2/2015 16:59,Not Assigned,11/2/2015 16:58,11/2/2015 16:59
7716,CBS,Web Form,Not Assigned,CHANGE OF USER RIGHTS,11/4/2015 8:55,11/4/2015 9:16,Not Assigned,11/4/2015 9:33,11/4/2015 9:16
7615,CBS,Web Form,Finance,GL OPENING,10/30/2015 10:08,11/2/2015 17:15,Not Assigned,11/2/2015 17:15,11/2/2015 17:15
7656,IT Support,Web Form,Not Assigned,NAOMI SANGA COMPUTER,11/2/2015 15:00,11/3/2015 13:09,Not Assigned,Not Assigned,11/3/2015 13:09
7627,IT Support,Web Form,CENTRALIZED BACK OFFICE OPERATIONS,I CANT VIEW ANY CASES ON SYBRIN,10/30/2015 17:34,11/3/2015 13:10,Not Assigned,11/2/2015 17:38,11/3/2015 13:10
7526,CBS,Web Form,Not Assigned,USER RIGHTS MAKER - EDWIN MWAGENI,10/26/2015 15:11,10/26/2015 15:31,Not Assigned,10/26/2015 15:31,10/26/2015 15:31
7535,CBS,Web Form,Not Assigned,assist to unlock user  JOSEPMEE for sybrin system,10/26/2015 17:44,10/26/2015 17:48,Not Assigned,10/26/2015 17:48,10/26/2015 17:48
5928,IT Support,Web Form,Not Assigned,SCANNER PROBLEM,8/25/2015 12:27,8/25/2015 14:54,Not Assigned,8/25/2015 14:11,8/25/2015 14:54
6981,CBS,Web Form,Not Assigned,rights,10/5/2015 8:48,10/5/2015 9:01,Not Assigned,10/5/2015 9:01,10/5/2015 9:01
3049,CBS,Web Form,Not Assigned,teller signed out- Simon Challe,5/18/2015 10:27,5/18/2015 12:51,Not Assigned,5/18/2015 12:46,5/18/2015 12:51
6443,CBS,Web Form,Not Assigned,TAX BANKING USER IDS,9/14/2015 17:49,9/30/2015 12:24,Not Assigned,Not Assigned,9/30/2015 12:24
2299,IT Support,Web Form,Not Assigned,We need to use Patricia's ID,4/27/2015 10:27,4/27/2015 10:40,Not Assigned,Not Assigned,4/27/2015 10:40
1673,CBS,Web Form,Not Assigned,AUTHORIZATION QUERRY,4/9/2015 17:06,4/9/2015 18:43,Not Assigned,4/9/2015 18:43,4/9/2015 18:43
1414,CBS,Web Form,Not Assigned,UNLOCK USER POLYCTEM AND SAFINAM,3/31/2015 11:39,3/31/2015 13:12,Not Assigned,3/31/2015 12:01,3/31/2015 13:12
4520,CBS,Web Form,Not Assigned,TRANSFER OF USER RIGHTS FOR EVA,7/6/2015 13:22,7/13/2015 17:30,Not Assigned,7/13/2015 17:30,7/13/2015 17:30
3051,Network,Web Form,Not Assigned,LIBYA ATM OFFLINE,5/18/2015 10:40,5/19/2015 9:21,Not Assigned,5/19/2015 9:23,5/19/2015 9:21
698,CBS,Web Form,Not Assigned,Request for revaluation reports rights in CBS,3/10/2015 12:05,3/10/2015 12:35,Not Assigned,3/10/2015 12:35,3/10/2015 12:35
6837,CBS,Web Form,Retail Department,TEMPORARY WAIVER ON ACCOUNT MAINTENANCE FEE FOR PREFERRED BANKING ACCOUNT TYPE,9/29/2015 9:27,10/1/2015 14:58,Not Assigned,9/29/2015 10:45,10/1/2015 14:58
3316,CBS,Web Form,Not Assigned,USER RIGHT - GODFREY KITUNDU,5/25/2015 12:05,5/25/2015 16:25,Not Assigned,5/25/2015 16:25,5/25/2015 16:25
5755,IT Support,Web Form,"Planning, Development and Operation Department",PRINTING ERROR,8/19/2015 12:32,8/20/2015 13:35,Not Assigned,8/20/2015 13:35,8/20/2015 13:35
3927,IT Support,Web Form,Risk Department,Rights to send group emails.,6/15/2015 17:02,6/15/2015 18:06,Not Assigned,6/15/2015 17:49,6/15/2015 18:06
3548,CBS,Web Form,Not Assigned,REDEMPTION,6/2/2015 14:46,6/3/2015 9:20,Not Assigned,6/2/2015 15:50,6/3/2015 9:20
6349,IT Support,Web Form,Internal Audit Department,Reset password,9/10/2015 10:32,9/10/2015 10:36,Not Assigned,Not Assigned,9/10/2015 10:36
893,IT Support,Web Form,Not Assigned,RESETTING OF PASSWORD OF USER. JULIUSG,3/17/2015 12:11,3/17/2015 12:37,Not Assigned,3/17/2015 12:37,3/17/2015 12:37
7148,IT Support,Web Form,Not Assigned,RE: PRINTER ON CASH CABIN IS NOT WORKING-ANGEL SOLOMN TELLER,10/9/2015 10:41,Not Assigned,Not Assigned,10/22/2015 12:34,Not Assigned
2749,Not Assigned,Web Form,Not Assigned,LIBYA OFFLINE,5/7/2015 14:53,5/12/2015 13:58,Not Assigned,5/12/2015 13:58,5/12/2015 13:58
4151,CBS,Web Form,Not Assigned,user right polycarp,6/23/2015 14:46,6/23/2015 15:08,Not Assigned,6/23/2015 15:08,6/23/2015 15:08
6931,CBS,Web Form,Not Assigned,CBC UN LOCK USER,10/1/2015 14:26,10/1/2015 14:29,Not Assigned,10/1/2015 14:29,10/1/2015 14:29
7523,IT Support,Web Form,Not Assigned,INSTALLING THE ARM ON TELLER 8 AND 9 CUSTOMER SERVICE BABATI,10/26/2015 13:10,10/26/2015 13:14,Not Assigned,Not Assigned,10/26/2015 13:14
7516,IT Support,Web Form,Not Assigned,F/O TICKET NOT PRINTNG,10/26/2015 11:42,10/26/2015 12:50,Not Assigned,Not Assigned,10/26/2015 12:50
5305,IT Support,Web Form,Not Assigned,COMPUTER PROBLEM,8/5/2015 15:56,9/3/2015 14:49,Not Assigned,8/14/2015 19:09,9/3/2015 14:49
7840,Network,Web Form,Not Assigned,network connection,11/10/2015 8:58,Not Assigned,Not Assigned,11/13/2015 8:59,Not Assigned
6570,Network,Web Form,Not Assigned,INTERNET ACCESS CLEARANCE,9/17/2015 16:36,9/18/2015 8:41,Not Assigned,Not Assigned,9/18/2015 8:41
6894,IT Support,Web Form,Not Assigned,INSTALLING NEW CUSTOMER SERVICE PC,9/30/2015 14:19,10/1/2015 10:35,Not Assigned,Not Assigned,10/1/2015 10:35
1592,IT Support,Web Form,Not Assigned,Unable to login into PC using AD credentials,4/8/2015 10:39,4/8/2015 13:01,Not Assigned,4/8/2015 10:55,4/8/2015 13:01
7844,CBS,Web Form,Not Assigned,RE:USER LOCKED,11/10/2015 9:40,11/10/2015 9:58,Not Assigned,11/10/2015 9:58,11/10/2015 9:58
7843,CBS,Web Form,Not Assigned,UNBLOCK SYBRIN USER RIGHTS - PURITYK,11/10/2015 9:27,11/10/2015 9:58,Not Assigned,11/10/2015 9:58,11/10/2015 9:58
7848,CBS,Web Form,Not Assigned,UNLOCK USER RIGHT AND CREATE TISS/TT MAKER FOR JULIETH,11/10/2015 9:59,11/10/2015 15:46,Not Assigned,11/10/2015 10:16,11/10/2015 15:46
7452,CBS,Web Form,Not Assigned,USER RIGHT,10/22/2015 13:45,10/22/2015 14:02,Not Assigned,Not Assigned,10/22/2015 14:02
5575,IT Support,Web Form,Legal Department,CONNECTION PROBLEM-GWALIWA MRANDA,8/12/2015 16:23,8/12/2015 17:41,Not Assigned,Not Assigned,8/12/2015 17:41
7265,CBS,Web Form,Not Assigned,UN LOCK MY PASSWORD,10/15/2015 15:21,10/15/2015 15:35,Not Assigned,10/15/2015 15:35,10/15/2015 15:35
3607,IT Support,Web Form,Retail Department,INTERNET BANKING,6/4/2015 11:07,6/8/2015 17:07,Not Assigned,6/5/2015 15:11,6/8/2015 17:07
7075,IT Support,Web Form,CENTRALIZED BACK OFFICE OPERATIONS,SYBRIN,10/7/2015 11:09,10/7/2015 11:27,Not Assigned,10/7/2015 11:27,10/7/2015 11:27
1689,CBS,Web Form,Not Assigned,Revocation Of Lien,4/10/2015 10:10,4/10/2015 10:21,Not Assigned,4/10/2015 10:21,4/10/2015 10:21
6535,IT Support,Web Form,Not Assigned,WINDOW PASSWORD RESET,9/17/2015 10:19,9/18/2015 13:14,Not Assigned,9/18/2015 10:20,9/18/2015 13:14
2928,CBS,Web Form,Not Assigned,ADDITIONAL CBS USER RIGHT -ELIZANETH EXAUD,5/13/2015 10:23,5/13/2015 11:04,Not Assigned,5/13/2015 11:04,5/13/2015 11:04
4895,CBS,Web Form,Not Assigned,password reset,7/20/2015 11:51,7/20/2015 11:59,Not Assigned,7/20/2015 11:58,7/20/2015 11:59
4274,CBS,Web Form,Not Assigned,USER UNBLOCK,6/29/2015 8:48,6/29/2015 8:51,Not Assigned,6/29/2015 8:50,6/29/2015 8:51
6658,IT Support,Web Form,Not Assigned,SYBRIN ERROR,9/22/2015 8:16,9/22/2015 10:34,Not Assigned,9/22/2015 8:55,9/22/2015 10:34
710,Network,Web Form,Not Assigned,EMAIL REACH MAXIMUM LOGIN LIMIT,3/10/2015 14:19,3/10/2015 17:36,Not Assigned,3/10/2015 17:36,3/10/2015 17:36
6415,IT Support,Web Form,Not Assigned,request for help to reconnect bm shared,9/14/2015 10:58,9/16/2015 11:38,Not Assigned,9/15/2015 11:01,9/16/2015 11:38
6739,CBS,Web Form,Not Assigned,REQUEST TO RESET SYBRIN USER ID,9/25/2015 11:55,9/25/2015 12:32,Not Assigned,9/25/2015 12:26,9/25/2015 12:32
2242,CBS,Web Form,Not Assigned,Unable to login into PC using AD credentials,4/24/2015 13:11,4/24/2015 13:31,Not Assigned,4/24/2015 13:30,4/24/2015 13:31
3272,CBS,Web Form,Not Assigned,ENABLE USER RIGHTS FOR FLAVIA AFERNANDES,5/22/2015 16:02,5/22/2015 16:12,Not Assigned,5/22/2015 16:12,5/22/2015 16:12
7371,IT Support,Web Form,Not Assigned,WINDOWS BACKGROUND PROBLEM,10/20/2015 10:12,Not Assigned,Not Assigned,10/22/2015 10:48,Not Assigned
7520,Network,Web Form,Not Assigned,INTERNET ACCESS SO AS TO LINK YCS,10/26/2015 12:50,11/4/2015 13:25,Not Assigned,10/26/2015 17:44,11/4/2015 13:25
7522,CBS,Web Form,INTERNATIONAL BANKING DIVISION,Request for Opening a GL,10/26/2015 12:54,10/27/2015 8:57,Not Assigned,10/26/2015 13:04,10/27/2015 8:57
7248,IT Support,Web Form,Retail Department,SCANNER AND SYBRIN,10/15/2015 10:37,10/26/2015 9:17,Not Assigned,10/15/2015 15:52,10/26/2015 9:17
7336,CBS,Web Form,Not Assigned,PASSWORD RESET - SYBRIN UAT,10/19/2015 13:29,10/19/2015 13:47,Not Assigned,10/19/2015 13:47,10/19/2015 13:47
7332,IT Support,Web Form,Not Assigned,ASSIST TO UNLOCK THE ATTACHED CASE NUMBERS,10/19/2015 12:59,10/19/2015 15:37,Not Assigned,Not Assigned,10/19/2015 15:37
7337,IT Support,Web Form,Not Assigned,SYBRIN ERROR,10/19/2015 13:30,10/19/2015 17:10,Not Assigned,Not Assigned,10/19/2015 17:10
7480,IT Support,Web Form,Not Assigned,RE; RESET WINDOW PASSORD,10/23/2015 11:32,10/23/2015 12:01,Not Assigned,Not Assigned,10/23/2015 12:01
7186,CBS,Web Form,Reconciliation Department,RESET OF PASSWORD IN SYBRIN PRODUCTION,10/12/2015 12:22,10/15/2015 17:25,Not Assigned,10/12/2015 13:14,10/15/2015 17:25
7486,Network,Web Form,Human Resources Department,CHANGE OF EXTENSION NAME,10/23/2015 12:57,10/23/2015 13:00,Not Assigned,Not Assigned,10/23/2015 13:00
7333,CBS,Web Form,Not Assigned,USER RIGHTS FOR VERIFIER/CHECKER FOR IBD & A/C OPENING IFO PETER MSULWA,10/19/2015 13:00,10/19/2015 13:09,Not Assigned,10/19/2015 13:09,10/19/2015 13:09
2647,CBS,Web Form,Not Assigned,not able to print BP cheque,5/5/2015 17:19,5/6/2015 10:33,Not Assigned,5/5/2015 17:33,5/6/2015 10:33
7518,CBS,Web Form,Not Assigned,CHECKER USER IBD USER RIGHTS- EDWINM,10/26/2015 12:47,10/26/2015 12:55,Not Assigned,10/26/2015 12:53,10/26/2015 12:55
7906,IT Support,Web Form,Not Assigned,to be connected with branch printer at Namanga,11/11/2015 12:54,11/16/2015 12:33,Not Assigned,11/12/2015 16:07,11/16/2015 12:33
7847,IT Support,Web Form,Not Assigned,"LOCKED CASES EXIM20151106/001/24977, 25128, 25316",11/10/2015 9:57,11/16/2015 8:44,Not Assigned,11/10/2015 11:15,11/16/2015 8:44
3779,CBS,Web Form,Not Assigned,"CREATE CTS USER RIGHTS FOR ""NANCYH""",6/10/2015 13:56,6/10/2015 15:02,Not Assigned,Not Assigned,6/10/2015 15:02
3862,IT Support,Web Form,Not Assigned,Update Email in the Outlook Server: Finance Group Email,6/12/2015 13:11,6/15/2015 11:37,Not Assigned,6/15/2015 11:37,6/15/2015 11:37
1409,IT Support,Phone Call,Not Assigned,Userlocked,3/31/2015 10:48,3/31/2015 10:48,Not Assigned,Not Assigned,3/31/2015 10:48
7846,IT Support,Web Form,Not Assigned,CONNECTING SCANNER TO COMPUTER AT BACK OFFICE.,11/10/2015 9:53,11/12/2015 16:16,Not Assigned,11/10/2015 17:27,11/12/2015 16:16
4785,CBS,Web Form,Not Assigned,cbs authorization error occur,7/15/2015 11:48,7/15/2015 17:51,Not Assigned,7/15/2015 12:11,7/15/2015 17:51
2103,IT Support,Web Form,Executive Management,UNLOCK-USER THOBIUSS,4/21/2015 13:59,4/21/2015 14:04,Not Assigned,4/21/2015 14:03,4/21/2015 14:04
2898,CBS,Web Form,Not Assigned,PASSWORD RESET,5/12/2015 15:05,5/12/2015 15:24,Not Assigned,5/12/2015 15:23,5/12/2015 15:24
7954,CBS,Not Assigned,Not Assigned,WORKFLOW ADDDITIONAL RIGHTS,11/13/2015 9:25,11/13/2015 9:44,Not Assigned,11/13/2015 9:43,11/13/2015 9:44
7909,CBS,Web Form,Not Assigned,CTS AND WORKFLOW RIGHTS,11/11/2015 13:24,11/11/2015 13:55,Not Assigned,11/11/2015 13:55,11/11/2015 13:55
7932,CBS,Web Form,Not Assigned,CHANGE OF USER RIGHTS,11/12/2015 10:15,11/12/2015 13:38,Not Assigned,11/12/2015 13:38,11/12/2015 13:38
7714,CBS,Web Form,Not Assigned,user rights for anna,11/4/2015 8:48,11/4/2015 9:10,Not Assigned,11/4/2015 9:10,11/4/2015 9:10
7548,IT Support,Web Form,Not Assigned,PROBLEM WITH KYOCERA PRINTER,10/27/2015 15:03,11/12/2015 16:24,Not Assigned,10/28/2015 15:07,11/12/2015 16:24
7903,IT Support,Web Form,Not Assigned,CAN NOT AUTHORISE ON LINE STATEMENTS,11/11/2015 12:13,11/11/2015 14:24,Not Assigned,11/11/2015 13:54,11/11/2015 14:24
7911,IT Support,Web Form,Risk Department,RESET LOG IN PASSWORD - CHRISTINA HAULE,11/11/2015 15:01,11/11/2015 16:07,Not Assigned,Not Assigned,11/11/2015 16:07
7826,IT Support,Web Form,Not Assigned,failed to open case number,11/9/2015 14:46,Not Assigned,Not Assigned,Not Assigned,Not Assigned
203,Not Assigned,Web Form,Human Resources Department,can not send email,2/23/2015 10:19,3/2/2015 11:09,Not Assigned,2/23/2015 11:12,3/2/2015 11:09
7129,IT Support,Web Form,Not Assigned,UNABLE TO VIEW THE IMAGES/SCANNED DOCUMENTS IN SYBRIN,10/8/2015 15:27,10/22/2015 12:46,Not Assigned,10/22/2015 12:46,10/22/2015 12:46
4088,CBS,Web Form,Not Assigned,USER RIGHTS,6/22/2015 9:12,6/22/2015 19:35,Not Assigned,6/22/2015 19:35,6/22/2015 19:35
5754,CBS,Web Form,Not Assigned,sybrin,8/19/2015 12:10,8/19/2015 12:39,Not Assigned,8/19/2015 12:33,8/19/2015 12:39
3708,IT Support,Web Form,Not Assigned,A NEW ACCES TO COMPUTER AND Z DRIVE NETWORK,6/8/2015 16:23,6/22/2015 17:19,Not Assigned,6/22/2015 17:19,6/22/2015 17:19
3923,IT Support,Web Form,Not Assigned,Outside EXIM BANK domain,6/15/2015 16:02,6/15/2015 17:16,Not Assigned,6/15/2015 17:16,6/15/2015 17:16
6795,IT Support,Web Form,Not Assigned,I CAN VIEW IMAGES PROPERLY,9/28/2015 10:43,9/28/2015 10:44,Not Assigned,Not Assigned,9/28/2015 10:44
3016,CBS,Web Form,Not Assigned,USER RIGHTS PROFILE FORM-TAUSI BARUANI,5/15/2015 16:36,5/15/2015 17:29,Not Assigned,5/15/2015 17:29,5/15/2015 17:29
1846,Not Assigned,Web Form,Not Assigned,Unable to login into PC using AD credentials,4/15/2015 10:07,4/15/2015 12:10,Not Assigned,4/15/2015 11:47,4/15/2015 12:10
7691,IT Support,Web Form,Not Assigned,ATM JOURNAL,11/3/2015 11:46,Not Assigned,Not Assigned,11/4/2015 11:47,Not Assigned
4536,Not Assigned,Web Form,Not Assigned,Unable to login into PC using AD credentials,7/6/2015 16:59,7/9/2015 18:19,Not Assigned,7/9/2015 18:19,7/9/2015 18:19
5301,CBS,Web Form,Finance,GLs posting,8/5/2015 15:20,8/11/2015 16:34,Not Assigned,8/5/2015 17:18,8/11/2015 16:34
1797,IT Support,Web Form,Not Assigned,UNABLE TO LOGIN,4/14/2015 9:21,4/14/2015 16:59,Not Assigned,4/14/2015 14:49,4/14/2015 16:59
2009,IT Support,Web Form,Not Assigned,COMPUTER LOCKED,4/18/2015 10:26,4/20/2015 8:09,Not Assigned,4/20/2015 8:07,4/20/2015 8:09
5712,IT Support,Web Form,Not Assigned,Administrative access request for computer system update,8/18/2015 11:48,8/20/2015 11:34,Not Assigned,8/19/2015 11:52,8/20/2015 11:34
1477,Not Assigned,Web Form,Not Assigned,Unable to login into PC using AD credentials,4/2/2015 8:30,4/2/2015 16:19,Not Assigned,4/2/2015 11:31,4/2/2015 16:19
2740,Network,Not Assigned,CBS,Polaris Fail to Access VPN,5/7/2015 13:17,Not Assigned,Not Assigned,5/11/2015 12:27,5/11/2015 12:27
6712,CBS,Web Form,Not Assigned,Password reset -workflow,9/23/2015 14:09,9/23/2015 14:15,Not Assigned,9/23/2015 14:15,9/23/2015 14:15
2302,IT Support,Web Form,Not Assigned,Reset password,4/27/2015 10:47,4/27/2015 10:54,Not Assigned,4/27/2015 10:53,4/27/2015 10:54
5792,CBS,Web Form,Not Assigned,SBM TEMPORARY RIGHTS THREE DAYS,8/20/2015 11:46,8/20/2015 15:13,Not Assigned,8/20/2015 15:13,8/20/2015 15:13
3854,CBS,Web Form,IT Department,CBS Rights - Transfer,6/12/2015 11:01,6/12/2015 11:17,Not Assigned,6/12/2015 11:16,6/12/2015 11:17
1805,IT Support,Web Form,Not Assigned,VPN NOT OPENING,4/14/2015 10:51,4/16/2015 14:27,Not Assigned,4/16/2015 14:11,4/16/2015 14:27
3266,CBS,Web Form,Not Assigned,REOPEN OF CHQ BOOK GL TO REVERSE THE ENTRY,5/22/2015 14:31,5/25/2015 11:34,Not Assigned,5/25/2015 11:34,5/25/2015 11:34
4510,IT Support,Web Form,Not Assigned,REQUEST FOR MAKING ARCHIVE,7/6/2015 12:05,7/6/2015 14:05,Not Assigned,7/6/2015 14:05,7/6/2015 14:05
7356,CBS,Web Form,Not Assigned,USER RIGHTS,10/20/2015 8:36,10/20/2015 10:07,Not Assigned,10/20/2015 10:07,10/20/2015 10:07
6976,IT Support,Web Form,Not Assigned,user unblock,10/3/2015 15:54,10/3/2015 19:15,Not Assigned,Not Assigned,10/3/2015 19:15
7033,CBS,Web Form,Not Assigned,OPEN COMMISSION ON TISS GL,10/6/2015 9:53,10/6/2015 17:42,Not Assigned,10/6/2015 10:08,10/6/2015 17:42
3910,CBS,Web Form,Not Assigned,RESET PASSWORD FOR CTS,6/15/2015 11:35,6/15/2015 11:48,Not Assigned,6/15/2015 11:47,6/15/2015 11:48
5884,IT Support,Web Form,Risk Department,Deal Tracker issues,8/24/2015 10:34,9/3/2015 15:10,Not Assigned,8/24/2015 14:09,9/3/2015 15:10
4162,IT Support,Web Form,Not Assigned,SECURIRTY FOR BABATI BRANCH,6/23/2015 17:31,6/24/2015 9:34,Not Assigned,6/24/2015 9:34,6/24/2015 9:34
3199,IT Support,Web Form,Not Assigned,RESET PASSWORD,5/21/2015 11:10,5/22/2015 13:14,Not Assigned,5/22/2015 13:13,5/22/2015 13:14
6963,IT Support,Web Form,Not Assigned,PC PROBLEM,10/2/2015 15:28,Not Assigned,Not Assigned,10/15/2015 10:17,Not Assigned
3314,IT Support,Not Assigned,Not Assigned,Mail problem,5/25/2015 11:42,5/25/2015 13:14,Not Assigned,5/25/2015 13:12,5/25/2015 13:14
4598,CBS,Web Form,Not Assigned,user rights,7/8/2015 17:36,7/8/2015 17:55,Not Assigned,7/8/2015 17:50,7/8/2015 17:55
2650,Not Assigned,Web Form,Internal Audit Department,Please reset password for my email account,5/5/2015 17:45,5/6/2015 19:26,Not Assigned,5/6/2015 10:47,5/6/2015 19:26
6873,CBS,Web Form,Not Assigned,ADDITIONAL RIGHTS,9/30/2015 9:41,9/30/2015 11:58,Not Assigned,9/30/2015 10:55,9/30/2015 11:58
2296,CBS,Web Form,Not Assigned,RESET PASSWORD,4/27/2015 10:23,4/27/2015 10:35,Not Assigned,4/27/2015 10:35,4/27/2015 10:35
477,IT Support,Web Form,Not Assigned,CTS UAT PROBLEM,3/3/2015 16:18,3/23/2015 10:42,Not Assigned,3/23/2015 10:42,3/23/2015 10:42
6137,CBS,Web Form,Not Assigned,PLEASE ASSIST TO UNLOC MY CBS USER RIGHTS,9/1/2015 14:48,9/1/2015 15:05,Not Assigned,9/1/2015 15:05,9/1/2015 15:05
6929,CBS,Web Form,Card,RE: user ID RESET,10/1/2015 13:20,10/1/2015 13:42,Not Assigned,10/1/2015 13:42,10/1/2015 13:42
2710,IT Support,Web Form,Not Assigned,message not seen in Kenex,5/6/2015 17:05,5/8/2015 10:02,Not Assigned,5/8/2015 10:02,5/8/2015 10:02
2382,CBS,Web Form,Not Assigned,GL OPENING,4/28/2015 12:47,4/28/2015 13:07,Not Assigned,4/28/2015 13:07,4/28/2015 13:07
119,IT Support,Not Assigned,Not Assigned,QMS not working,2/19/2015 13:34,2/19/2015 13:37,Not Assigned,Not Assigned,2/19/2015 13:37
4267,CBS,Web Form,Not Assigned,PASSWORD  UNBLOCKING AND RESETING,6/27/2015 10:21,6/29/2015 9:09,Not Assigned,6/29/2015 9:08,6/29/2015 9:09
6989,IT Support,Web Form,Not Assigned,UNLOCK MY WINDOW,10/5/2015 9:46,10/5/2015 10:03,Not Assigned,Not Assigned,10/5/2015 10:03
2598,IT Support,Web Form,Not Assigned,USER ID LOCKED,5/5/2015 10:21,5/5/2015 10:58,Not Assigned,5/5/2015 10:58,5/5/2015 10:58
950,IT Support,Web Form,Not Assigned,EXTERNAL HDD,3/18/2015 16:08,4/23/2015 8:41,Not Assigned,4/23/2015 8:41,4/23/2015 8:41
7154,CBS,Web Form,Reconciliation Department,VIEWING RIGHTS IN ALL MODULES OF WORKFLOW,10/9/2015 12:10,10/9/2015 12:27,Not Assigned,10/9/2015 12:27,10/9/2015 12:27
1966,IT Support,Web Form,Not Assigned,PROBLEM IN USING HELPDESK BOTH IT & CUSTOMER SERVICE.,4/17/2015 9:35,4/20/2015 12:39,Not Assigned,4/17/2015 11:00,4/20/2015 12:39
